season,bss,brier,n,bss_R,bss_F
2022,1825.434052456365,0.24461529060054063,247472,639.6545398914544,-5476.9144932034
2023,-1246.709127760437,0.25311677096771196,245525,652.3531914636726,-17879.49100639148
2024,618.0508887153491,0.24826299282589515,253507,743.744743057706,-650.5159409764926
