candidate,weight,seed,season,group,n,champion_brier,candidate_brier,gain,target_mean,prediction_mean,prediction_std,logloss,auc,outside_max_abs_diff
lgb_cat_mean,0.1,42,2022,all,247472,0.24313201729617934,0.24312537338809512,6.643908084219552e-06,0.5289204435249241,0.5251636625443136,0.07764052197417615,0.6790463804941769,0.5809155356754107,0.0
lgb_cat_mean,0.1,42,2022,slice,59575,0.2446615883773926,0.24463398986759147,2.759850980113554e-05,0.5264288711707931,0.5228748361515184,0.07191638272680995,0.682167168420768,0.5687815802484952,0.0
lgb_cat_mean,0.1,42,2022,outside,187897,0.24264704841874501,0.24264704841874501,0.0,0.5297104264570482,0.5258893624349491,0.07935549695058111,0.678056897209576,0.5846405263550047,0.0
lgb_cat_mean,0.1,42,2022,R,217024,0.24828303927859774,0.248275879264538,7.160014059731656e-06,0.5036908360365674,0.5002734833497674,0.04094680350821952,0.6896870395222223,0.5469284723697722,0.0
lgb_cat_mean,0.1,42,2022,F,30448,0.20641711337104868,0.20641414810797357,2.9652630751109132e-06,0.7087493431424067,0.702573221448582,0.03396554118794472,0.6032030283888654,0.52442171099303,0.0
lgb_cat_mean,0.1,42,2022,0-2,15595,0.24553331305874085,0.245524306081863,9.006976877862227e-06,0.5218339211285669,0.5233136861035639,0.07022684359688997,0.683993909261801,0.5603781249904219,0.0
lgb_cat_mean,0.1,42,2022,1-2,23740,0.24545244465670835,0.2454123766770813,4.006797962705089e-05,0.5291491154170177,0.5231732951108555,0.0706558968048028,0.6837982432770278,0.5627107546212938,0.0
lgb_cat_mean,0.1,42,2022,2-2,20240,0.24306230604159304,0.24303500843385367,2.729760773936829e-05,0.5267786561264822,0.5221866305834939,0.07461278655027469,0.6788465290678273,0.582023749832502,0.0
lgb_cat_mean,0.25,42,2022,all,247472,0.24313201729617934,0.243120100673038,1.1916623141344784e-05,0.5289204435249241,0.5252985717156071,0.07727778543900002,0.6790354622722392,0.5809367300558492,0.0
lgb_cat_mean,0.25,42,2022,slice,59575,0.2446615883773926,0.24461208723493322,4.950114245938497e-05,0.5264288711707931,0.5234352430745297,0.07029127490908577,0.6821218145941741,0.5688611854902198,0.0
lgb_cat_mean,0.25,42,2022,outside,187897,0.24264704841874501,0.24264704841874501,0.0,0.5297104264570482,0.5258893624349491,0.07935549695058111,0.678056897209576,0.5846405263550047,0.0
lgb_cat_mean,0.25,42,2022,R,217024,0.24828303927859774,0.24826896995493056,1.4069323667181832e-05,0.5036908360365674,0.500552832751299,0.040868968556182286,0.6896729756132194,0.5469528277989741,0.0
lgb_cat_mean,0.25,42,2022,F,30448,0.20641711337104868,0.2064205405366269,-3.4271655782180943e-06,0.7087493431424067,0.7016786049851159,0.034024300880571186,0.6032145316589683,0.5246038228065797,0.0
lgb_cat_mean,0.25,42,2022,0-2,15595,0.24553331305874085,0.24553235578537602,9.572733648266496e-07,0.5218339211285669,0.5239471704800013,0.06834757815194359,0.6840137618488903,0.5603483318284601,0.0
lgb_cat_mean,0.25,42,2022,1-2,23740,0.24545244465670835,0.24537043396578356,8.201069092478308e-05,0.5291491154170177,0.5236075527917857,0.06916494229967456,0.683705137672893,0.5626723407525798,0.0
lgb_cat_mean,0.25,42,2022,2-2,20240,0.24306230604159304,0.2430135329150449,4.877312654813504e-05,0.5267786561264822,0.5228386946270998,0.07302147608076517,0.6788069426907112,0.5822837952164732,0.0
lgb_cat_mean,0.5,42,2022,all,247472,0.24313201729617934,0.24312382787346054,8.189422718796191e-06,0.5289204435249241,0.5255234203344302,0.07675045758856587,0.6790437415166308,0.5808722574940981,0.0
lgb_cat_mean,0.5,42,2022,slice,59575,0.2446615883773926,0.24462756986595233,3.401851144027579e-05,0.5264288711707931,0.524369254612882,0.0678696047537783,0.6821562062209978,0.5686775281190461,0.0
lgb_cat_mean,0.5,42,2022,outside,187897,0.24264704841874501,0.24264704841874501,0.0,0.5297104264570482,0.5258893624349491,0.07935549695058111,0.678056897209576,0.5846405263550047,0.0
lgb_cat_mean,0.5,42,2022,R,217024,0.24828303927859774,0.24826766966953712,1.536960906062257e-05,0.5036908360365674,0.5010184150871854,0.04085985132028622,0.689670192915865,0.5468686333786357,0.0
lgb_cat_mean,0.5,42,2022,F,30448,0.20641711337104868,0.20646010211309154,-4.29887420428654e-05,0.7087493431424067,0.7001875775460059,0.034491476565061595,0.603301657029393,0.5245522895161367,0.0
lgb_cat_mean,0.5,42,2022,0-2,15595,0.24553331305874085,0.24560326574144384,-6.995268270298949e-05,0.5218339211285669,0.5250029777740638,0.06552153426473331,0.6841668876026242,0.5599777958550791,0.0
lgb_cat_mean,0.5,42,2022,1-2,23740,0.24545244465670835,0.24534895413533495,0.00010349052137340053,0.5291491154170177,0.5243313155933357,0.06696216555832298,0.6836538749721937,0.5623225210185963,0.0
lgb_cat_mean,0.5,42,2022,2-2,20240,0.24306230604159304,0.24302966276449803,3.264327709501247e-05,0.5267786561264822,0.5239254680331094,0.07064428767573491,0.6788503152970918,0.5824164716326287,0.0
residual,0.1,42,2022,all,247472,0.24313201729617934,0.2431332124006102,-1.1951044308622372e-06,0.5289204435249241,0.5253183386551368,0.07824615736983746,0.6790646686990136,0.5808710564291827,0.0
residual,0.1,42,2022,slice,59575,0.2446615883773926,0.24466655279004423,-4.964412651631278e-06,0.5264288711707931,0.5235173540952479,0.07461079693197992,0.6822431368408667,0.568650315119829,0.0
residual,0.1,42,2022,outside,187897,0.24264704841874501,0.24264704841874501,0.0,0.5297104264570482,0.5258893624349491,0.07935549695058111,0.678056897209576,0.5846405263550047,0.0
residual,0.1,42,2022,R,217024,0.24828303927859774,0.24828160482192604,1.4344566716950613e-06,0.5036908360365674,0.5001815923876434,0.04101843234051398,0.6896986607053436,0.546883430971202,0.0
residual,0.1,42,2022,F,30448,0.20641711337104868,0.206437051180049,-1.9937809000336593e-05,0.7087493431424067,0.7044853519879167,0.03412569634996582,0.6032688370784881,0.5236563120390378,0.0
residual,0.1,42,2022,0-2,15595,0.24553331305874085,0.24555596188570275,-2.2648826961901847e-05,0.5218339211285669,0.5239972317421702,0.07306465662546707,0.6840666628421758,0.5601894377110836,0.0
residual,0.1,42,2022,1-2,23740,0.24545244465670835,0.24547017644308783,-1.773178637948236e-05,0.5291491154170177,0.5238537702151693,0.07321951650523742,0.6839361539961836,0.5626201501636158,0.0
residual,0.1,42,2022,2-2,20240,0.24306230604159304,0.24303866937255167,2.3636669041371405e-05,0.5267786561264822,0.5227530156273288,0.07735013210403206,0.6788523208696391,0.581901223176871,0.0
residual,0.25,42,2022,all,247472,0.24313201729617934,0.24314290411675982,-1.0886820580480183e-05,0.5289204435249241,0.5256852619926657,0.07880922666696774,0.6790895183602207,0.5808194290199622,0.0
residual,0.25,42,2022,slice,59575,0.2446615883773926,0.24470681176409337,-4.5223386700765644e-05,0.5264288711707931,0.5250415379338538,0.07705740957065069,0.6823463612698756,0.5685141207183225,0.0
residual,0.25,42,2022,outside,187897,0.24264704841874501,0.24264704841874501,0.0,0.5297104264570482,0.5258893624349491,0.07935549695058111,0.678056897209576,0.5846405263550047,0.0
residual,0.25,42,2022,R,217024,0.24828303927859774,0.24828370567774952,-6.663991517774637e-07,0.5036908360365674,0.5003231053459893,0.04105446125751251,0.6897028605887785,0.5468335173147385,0.0
residual,0.25,42,2022,F,30448,0.20641711337104868,0.20650084821909045,-8.373484804177767e-05,0.7087493431424067,0.7064589313334528,0.03468152485031215,0.6034408720185702,0.5226221817633813,0.0
