season,bss,brier,n,bss_R,bss_F
2022,1865.8660706030062,0.24451454872536096,247472,643.8527667138704,-5116.493718686055
2023,-1208.6720508555527,0.2530216782761454,245525,651.8874597618795,-17510.83706100369
2024,642.8383763429912,0.24820107196483232,253507,772.8384234761077,-657.9174433791968
