season,bss,brier,cal_scale,cal_bias,n
2022,2260.2287608431193,0.24353194041796453,1.1700000000000002,0.012500000000000257,247472
2023,-1433.7380734968042,0.25358434332863233,1.0399999999999996,-0.01999999999999972,245525
2024,514.5357805129147,0.2485215807364246,0.45,-0.03999999999999973,253507
