season,candidate,rows,brier,brier_gain,bss_gain,positive_gain_row_share,negative_gain_row_share,residual_correlation,prediction_correlation,mean_prediction_delta,top_5pct_brier_gain,top_5pct_win_share,top_10pct_brier_gain,top_10pct_win_share,top_20pct_brier_gain,top_20pct_win_share
2022,champion,247472,0.2431320172961793,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,cat,247472,0.24319760026240836,-6.558296622906733e-05,-26.321246015661522,0.49142933341953837,0.5085706665804617,0.9997451919178413,0.9906203586731666,0.0060743899601643754,0.007598018798124715,0.6722967512526264,0.005799327334596844,0.6365766930661063,0.003997336858679433,0.5967471461763815
2022,team,247472,0.2432023713772115,-7.035408103220312e-05,-28.236098205545364,0.5085706665804617,0.49142933341953837,0.9999531972498347,0.9985361376215812,-0.002603309982927549,-0.0034044893050863357,0.3277032487473735,-0.0026079872091965646,0.36342330693389363,-0.0018229040299126457,0.40325285382361853
2022,hgb,247472,0.24344045282659774,-0.0003084355304184278,-123.78835455171074,0.4889482446498998,0.5110517553501002,0.9993403995215859,0.9734658332167746,0.0054091251613849565,0.007699171171502457,0.6350412154517536,0.00912125849437275,0.6775092936802974,0.007917833824281264,0.6553995353065967
2022,nn,247472,0.24430018899738132,-0.0011681717012020155,-468.83720733955363,0.5008930303226223,0.49910696967737767,0.9965990917864542,0.8678761867944551,0.012434167404673492,0.008507584944545128,0.564570874414094,0.00739595417734625,0.564611281719735,0.006471625155306506,0.5686028891807253
2022,team_nn,247472,0.2443060291943498,-0.0011740118981704748,-471.1811278729786,0.5009334389345057,0.4990665610654943,0.9966692690260123,0.8698394047961969,0.012614752358494016,0.008409559978562705,0.5618231776305156,0.007366093008070493,0.5645304671084532,0.006561443042877887,0.5709263561975957
2022,ft_transformer,247472,0.24353007147824504,-0.00039805418206572763,-159.75614791686866,0.49626220340078875,0.5037377965992113,0.9989321008619033,0.9562221455753325,0.009329558915990495,0.005232607156548512,0.5620656214643608,0.007448330883975041,0.5979473088734443,0.0077213605250041045,0.6211334478230124
2022,tabm,247472,0.2442193181372112,-0.0010873008410318974,-436.3802763949934,0.5268191957069891,0.4731808042930109,0.9986964501037763,0.9636168957471243,0.02999355419055835,-0.0606025029227192,0.22143203491191207,-0.027162436219628692,0.371100695005657,-0.011265718934185109,0.4486715829881806
2022,xgb_hist,247472,0.2437583245654821,-0.0006263072693027871,-251.3638626703956,0.49320327148121806,0.5067967285187819,0.9989443463746689,0.957084223194503,0.005467725024146451,0.004999596593784604,0.565459835138193,0.0066623153643824975,0.5942298367544853,0.006770445336746351,0.5997575512678048
2022,hard_weight,247472,0.2640030092902687,-0.020870991994089424,-8376.42068443066,0.4454079653455745,0.5545920346544255,0.9651697257977788,-0.4103031334925166,-0.04482397648840629,0.25208416823424257,0.9999191853887183,0.2108760974935421,0.9987877808307742,0.16337209407116476,0.9875947065360138
2022,uncertainty_0p5,247472,0.2431900697712036,-5.805247502434731e-05,-23.298938196787965,0.5098556604383526,0.4901443395616474,0.9999093685690864,0.9970113478858803,-0.002591927401257485,-0.004370582592947296,0.35275577824470666,-0.002776171799696314,0.4111039275901083,-0.0018821844325687008,0.43632690170724314
2022,role_state,247472,0.2431959292094065,-6.39119132271647e-05,-25.65058105955704,0.5032852201461175,0.49671477985388246,0.9997723541452324,0.9912598654509803,-0.0026211451784749745,-0.0001527733032983218,0.4828673024082754,-0.00022561837778949022,0.49321157265233556,-0.000579754924418845,0.47970502070916254
2022,groupdro,247472,0.24438932719100315,-0.0012573098948238583,-504.6121723741878,0.515876543608974,0.48412345639102605,0.9981068818568787,0.9256608865596715,0.02848743975598826,-0.016640811518530727,0.36786811055438823,-0.006450293944452833,0.44144981412639406,-0.0011920888053822687,0.4847156278411961
2022,lupi_aux,247472,0.24406154293723242,-0.0009295256410531345,-373.05834857446973,0.4739808948083015,0.5260191051916985,0.9979329069981372,0.9157416989960951,0.004083870232423071,0.042861926130931385,0.8595442055923711,0.027024744500268136,0.7665265880071117,0.016995129067399063,0.6854227699767653
2022,lupi_distill,247472,0.243453682449721,-0.00032166515354169184,-129.0979674732338,0.4853276330251503,0.5146723669748496,0.9993547078324184,0.9748270390611923,0.006141390589842911,0.011540703156427998,0.6816712461613059,0.012316549183840978,0.7163407144011638,0.010554559146801649,0.699464592383069
2022,two_strike,247472,0.24311768068656078,1.4336609618520694e-05,5.753893891926064,0.11659096786707183,0.12414333742807267,0.9999854563360029,0.9994453773343458,0.00024551305820042353,0.0018731597796744946,0.1866817520607726,0.0011275438268405118,0.1636091805398416,0.0007134620674840599,0.1554904535811698
2023,champion,245525,0.2523470643919594,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,cat,245525,0.25209097417593035,0.0002560902160290257,102.43608716100468,0.5015375216373078,0.4984624783626922,0.9997690782746357,0.9879876830905466,0.007561787864609881,0.005702593253749787,0.6082919279954386,0.005918638835176184,0.6430171465808658,0.004954702552720476,0.6214234802973221
2023,team,245525,0.2525632173731848,-0.00021615298122540662,-86.46119312267292,0.4984624783626922,0.5015375216373078,0.9999577156077669,0.9981030490395325,-0.003240766227689909,-0.0025964378930503863,0.39170807200456137,-0.0026772822240566075,0.3569828534191341,-0.002244023134919558,0.3785765197026779
2023,hgb,245525,0.2534197795057568,-0.0010727151137973757,-429.0860486579466,0.48642297118419714,0.5135770288158029,0.9994142348454426,0.968218744259887,0.010645736651231192,-0.020673399305382215,0.16062555999022562,-0.005078662064947922,0.42894961919113755,0.002696749264952858,0.565583952754302
2023,nn,245525,0.25624273362965233,-0.0038956692376929175,-1558.2677064767545,0.4929192546583851,0.507080745341615,0.9970251567327243,0.8925896028215827,0.0158616191383729,-0.07971606913873996,0.14563818522440336,-0.038335423680876744,0.37934264651977356,-0.01444923182346581,0.5153650341105793
2023,team_nn,245525,0.2576587948048607,-0.0053117304129013075,-2124.6921807038116,0.4938600957132675,0.5061399042867325,0.9961637184276285,0.8793069546893432,0.023087246599657156,-0.10606585682267568,0.1288588417365806,-0.05388585498597851,0.3569828534191341,-0.022606148955407305,0.4951634253131046
2023,ft_transformer,245525,0.2552679692079489,-0.0029209048159895474,-1168.3619349430137,0.49151817533856024,0.5084818246614398,0.9987154326132326,0.9576262479711122,0.008956817588460429,-0.0715917954577684,0.041296733729738536,-0.03685539368827504,0.29996334460147434,-0.01626219789364621,0.4445983097444252
2023,tabm,245525,0.2556833758832399,-0.0033363114912805395,-1334.524606274984,0.49232053762345995,0.50767946237654,0.9984177022048848,0.9492487647684765,0.01015835904782297,-0.08712291180905514,0.024110124623279303,-0.04395484204412355,0.319635075143567,-0.017139086584327494,0.49815701048773037
2023,xgb_hist,245525,0.2535198197819799,-0.0011727553900205351,-469.1021594399359,0.4899663985337542,0.5100336014662458,0.9991788810732735,0.9573089132150728,0.00872446561234505,-0.0194523627694416,0.2450109961717032,-0.005858585354280223,0.43689162220502586,0.00034182813035938954,0.5236941248345383
2023,hard_weight,245525,0.26155261978549554,-0.009205555393536131,-3682.222184351941,0.47576825170552894,0.5242317482944711,0.9637582157894883,-0.677553914330186,-0.01115683970824464,0.25521037626293125,1.0,0.22802900250591945,1.0,0.18329352167147625,0.9997148966500357
2023,uncertainty_0p5,245525,0.25260786344958874,-0.00026079905762934263,-104.31962381488532,0.498552082272681,0.501447917727319,0.9999256860586496,0.9966070687737568,-0.0037848687587610686,-0.0033459810070998277,0.3717520566913741,-0.00326631787883168,0.3599967417423533,-0.002736832794434199,0.38020568170247426
2023,role_state,245525,0.2531593894534736,-0.0008123250615142127,-324.9300269827169,0.49243865186844515,0.5075613481315548,0.9997337280649745,0.9882238719159077,-0.002173552820568514,-0.016331437360031283,0.18082593467459476,-0.009578291634301832,0.3156437095263308,-0.004999752351986504,0.4057631605742796
2023,groupdro,245525,0.2552944002045336,-0.002947335812574249,-1178.9343336542245,0.5009673149373791,0.49903268506262094,0.9983582987843548,0.9331586247591914,0.028426194256170836,-0.0697453843389824,0.08625885802720534,-0.03527089697907863,0.300574267910235,-0.012522163798478737,0.4592200386925975
2023,lupi_aux,245525,0.2518774820563682,0.00046958233559120507,187.83293561059992,0.49753792892780774,0.5024620710721922,0.9984419678693848,0.911912983176076,0.006534815750067664,0.02713893063601182,0.7466807852081128,0.02131424591922012,0.7217855251904044,0.016101482838391377,0.6906425007636697
2023,lupi_distill,245525,0.2532590313174459,-0.000911966925486545,-364.78677286321977,0.48551878627431017,0.5144812137256899,0.999429414302096,0.9685739422438775,0.01090772737816866,-0.01552884667242089,0.21080068420623932,-0.0009498740447772945,0.4752983342157781,0.005555321958970684,0.6002647388249669
2023,two_strike,245525,0.2522870021625298,6.006222942957276e-05,24.024891947600892,0.11941757458507281,0.11828530699521433,0.9999877148526127,0.9993567660081186,0.0004745918530282957,0.0014239720229300324,0.18571312209823246,0.0010345492077531776,0.16128375351280902,0.0008004609570705166,0.1603502698299562
