season,candidate_a,candidate_b,positive_row_jaccard,positive_row_overlap_share,gain_correlation
2023,xgb_hist,two_strike,0.1282888535296025,0.06928825985133896,0.12233235040295319
2023,hard_weight,uncertainty_0p5,0.27297495769521396,0.20893188066388352,-0.1850926110768964
2023,hard_weight,role_state,0.28120705173463834,0.21250789125343653,-0.2017838331232774
2023,hard_weight,groupdro,0.32206314466379626,0.23793911007025761,-0.12649109078693435
2023,hard_weight,lupi_aux,0.4139877518416615,0.2849648711943794,0.29630997182865754
2023,hard_weight,lupi_distill,0.37303951226322896,0.26117096018735364,0.17175195216158753
2023,hard_weight,two_strike,0.1367175649711801,0.07158537827105182,0.1819597263573263
2023,uncertainty_0p5,role_state,0.5208393234408011,0.33938295489257714,0.49538707742861066
2023,uncertainty_0p5,groupdro,0.18778465604112116,0.15802056817024743,-0.3342144060424222
2023,uncertainty_0p5,lupi_aux,0.24783154414465897,0.19783321454027084,-0.2689019092946344
2023,uncertainty_0p5,lupi_distill,0.22442215791900835,0.18036859790245394,-0.25839965915277824
2023,uncertainty_0p5,two_strike,0.07485070238947018,0.04303431422462071,-0.19198272125855864
2023,role_state,groupdro,0.2576428670870738,0.20351084410956113,-0.06310581982556297
2023,role_state,lupi_aux,0.2619424643452347,0.2054902759393137,-0.243930374040727
2023,role_state,lupi_distill,0.29692665010262503,0.22389980653701252,0.023199820763827185
2023,role_state,two_strike,0.0829050279329609,0.04684248039914469,-0.15170637222602104
2023,groupdro,lupi_aux,0.4731990481455664,0.3207249770899094,0.40083374550961726
2023,groupdro,lupi_distill,0.5498470674055209,0.3499806537012524,0.5744814591965707
2023,groupdro,two_strike,0.14071744177338427,0.07652988494043376,0.14382714518393205
2023,lupi_aux,lupi_distill,0.47412876983399904,0.316183688015477,0.4480115514841214
2023,lupi_aux,two_strike,0.13099833498838973,0.07145911821606761,0.1535201811645475
2023,lupi_distill,two_strike,0.13109136186059264,0.07011098666123612,0.13312725977527265
2024,cat,team,0.0,0.0,-0.9996048414791839
2024,cat,hgb,0.4073632170259408,0.2814794068802834,0.2407141969520995
2024,cat,nn,0.43148309510482247,0.2949543799579499,0.262174020986306
2024,cat,team_nn,0.3426509887760556,0.25289242506124093,0.05326036702372639
2024,cat,ft_transformer,0.3483466053333912,0.25331450413598045,0.11077685082891806
2024,cat,tabm,0.3290804567250378,0.24499915189718627,-0.1286629147019448
2024,cat,xgb_hist,0.4793965296281063,0.3172496222983981,0.410493781808338
2024,cat,hard_weight,0.39747468405009534,0.2746748610492018,0.1132875211160528
2024,cat,uncertainty_0p5,0.12677647142526813,0.11246237776471656,-0.7498164159250907
2024,cat,role_state,0.20609227509150452,0.1688040172460721,-0.42214324636805933
2024,cat,groupdro,0.3694828722002635,0.26549562733967896,0.13858347288394265
2024,cat,lupi_aux,0.38695396010436833,0.2720279913375173,0.2300670726490956
2024,cat,lupi_distill,0.4213848862530695,0.2870058814943966,0.2446286896330977
2024,cat,two_strike,0.14939602526391232,0.07893667630479631,0.21295016879571377
2024,team,hgb,0.2553401052600161,0.20247961594748862,-0.24058475475241206
2024,team,nn,0.2419023488324317,0.19508337047892169,-0.26181471574418136
2024,team,team_nn,0.3264646839956858,0.2495473497773237,-0.05300177033639294
2024,team,ft_transformer,0.31209060994605076,0.2386916337615924,-0.11059468256763524
2024,team,tabm,0.33839647926248057,0.25599687582591407,0.12898769271056013
2024,team,xgb_hist,0.2090730815730102,0.1732693771769616,-0.410236332146881
2024,team,hard_weight,0.2576404533845791,0.20255061990398687,-0.11284634649839446
2024,team,uncertainty_0p5,0.6388079327850094,0.39859254379563486,0.7501220271564073
2024,team,role_state,0.48591573795966647,0.3305707534703184,0.4224916660575178
2024,team,groupdro,0.29608983926812676,0.23006070838280598,-0.13829258175050746
2024,team,lupi_aux,0.273760257765695,0.21449900791694115,-0.22959672529023342
2024,team,lupi_distill,0.24120300157587674,0.1926021766657331,-0.24452081840516898
2024,team,two_strike,0.06753073222875468,0.03987266623801315,-0.2130647650966412
2024,hgb,nn,0.4273038371272992,0.29159352601703303,0.3280105117538476
2024,hgb,team_nn,0.36483167408959916,0.2636731924562241,0.1431721561229461
2024,hgb,ft_transformer,0.46971047035202146,0.31191249156828016,0.46724684600829214
2024,hgb,tabm,0.423222489483704,0.2928952652195008,0.20649240888201723
2024,hgb,xgb_hist,0.5354499064572469,0.3398249358005893,0.5764404755903774
2024,hgb,hard_weight,0.3848886312355425,0.26713266300338845,0.17435291702545277
2024,hgb,uncertainty_0p5,0.2754877074463244,0.214909252998931,-0.16253078395414605
2024,hgb,role_state,0.3145427507725408,0.23529133317817655,-0.00790358841535685
2024,hgb,groupdro,0.42329649669845926,0.29131345485529,0.31186595921759014
2024,hgb,lupi_aux,0.49456604277912436,0.3211430059130517,0.44792612148416944
2024,hgb,lupi_distill,0.7266628967272213,0.4055154295542135,0.8905818525587401
2024,hgb,two_strike,0.1383214886991761,0.0732445257921872,0.1750403282946221
2024,nn,team_nn,0.5935043796036507,0.36965054219410115,0.7515632226031504
2024,nn,ft_transformer,0.4561071046305557,0.3076128075358866,0.40077795461975557
2024,nn,tabm,0.45872912650672365,0.3116521437277866,0.058930046550705543
2024,nn,xgb_hist,0.44947666112714657,0.30406655437522434,0.3394851754055297
2024,nn,hard_weight,0.3615329516871464,0.2568410339753932,-0.053223603330229116
2024,nn,uncertainty_0p5,0.2668992956234805,0.2109014741210302,-0.20216898322430105
2024,nn,role_state,0.31414515047363567,0.23651812375989617,-0.005604826034745688
2024,nn,groupdro,0.4877280522078788,0.323111393373753,0.4630900496958873
2024,nn,lupi_aux,0.4507832140785148,0.30343540809524,0.49416975182120537
2024,nn,lupi_distill,0.4470935914191186,0.29958147112308536,0.36261844491586015
2024,nn,two_strike,0.12311173851034724,0.06673977444409819,0.0819860247498811
2024,team_nn,ft_transformer,0.4562179772295358,0.31154958245728914,0.3700225865785311
2024,team_nn,tabm,0.4654798939970043,0.31872098206361166,0.18504938682796657
2024,team_nn,xgb_hist,0.3875784820104624,0.2773532880748855,0.19068182380181545
2024,team_nn,hard_weight,0.3056452206462195,0.22933489016082395,-0.1028512029681792
2024,team_nn,uncertainty_0p5,0.3414504255208061,0.25797315261511516,-0.006759888526519854
2024,team_nn,role_state,0.35208935597046315,0.2608764255030433,0.043392318653885056
2024,team_nn,groupdro,0.469651290451876,0.3189261046046066,0.4152503469519358
2024,team_nn,lupi_aux,0.38346420629183475,0.27411866338996554,0.26156159542112256
2024,team_nn,lupi_distill,0.3664860829806737,0.2633812873017313,0.14797401107403982
2024,team_nn,two_strike,0.10316398506615859,0.0580970150725621,-0.0009414866658450549
2024,ft_transformer,tabm,0.5818336056302627,0.3652482968912101,0.4347473911151803
2024,ft_transformer,xgb_hist,0.42251679078905285,0.2918302058720272,0.2993779669053903
2024,ft_transformer,hard_weight,0.30291171526595717,0.22533500061142295,-0.016049807977232034
2024,ft_transformer,uncertainty_0p5,0.32585458944250945,0.2465217922976486,-0.030167382469829633
2024,ft_transformer,role_state,0.34503963050773073,0.2543164488554557,0.06143767233937199
2024,ft_transformer,groupdro,0.501697517904915,0.3299317178618342,0.5050003981908359
2024,ft_transformer,lupi_aux,0.482215091927032,0.3183501836241208,0.45631481598470947
2024,ft_transformer,lupi_distill,0.48124917311138643,0.3156717565984371,0.5288841544389735
2024,ft_transformer,two_strike,0.09886101550580137,0.05495311766538991,-0.011031143808044538
2024,tabm,xgb_hist,0.4057627346144382,0.2861932806589167,0.10666307886493578
2024,tabm,hard_weight,0.37769234615363245,0.2681779990296126,0.4304798168362549
2024,tabm,uncertainty_0p5,0.35944893363359387,0.26759418872062707,0.20305766403893963
2024,tabm,role_state,0.3362189788713842,0.2517129704505201,0.005955322077700057
2024,tabm,groupdro,0.554119478090762,0.35531957697420585,0.4002095490793104
2024,tabm,lupi_aux,0.3997584541062802,0.2820277152110198,-0.25672802967107894
2024,tabm,lupi_distill,0.435194272847988,0.2973487911576406,0.227609663171108
2024,tabm,two_strike,0.10093960860151767,0.05682683318409354,-0.03882310207336605
2024,xgb_hist,hard_weight,0.38451987922909786,0.26876969866709793,0.13116613579844794
2024,xgb_hist,uncertainty_0p5,0.2427913442289149,0.19566718078790724,-0.29385586850015644
2024,xgb_hist,role_state,0.27695681820494816,0.21469624112943628,-0.13610941188460382
2024,xgb_hist,groupdro,0.4465926714659383,0.3044215741577156,0.3414348368790846
2024,xgb_hist,lupi_aux,0.4381067397463886,0.2976485856406332,0.30971991652105163
2024,xgb_hist,lupi_distill,0.5444332104572372,0.3419826671452859,0.5760086728956956
2024,xgb_hist,two_strike,0.14055658517495737,0.07509062866114151,0.188508260241908
2024,hard_weight,uncertainty_0p5,0.2818353449202102,0.21729183020587203,-0.058253319450600236
2024,hard_weight,role_state,0.29453011027623965,0.22219504786850067,-0.08640388747987933
2024,hard_weight,groupdro,0.3573476880060325,0.25610338176066144,0.05040345311518172
2024,hard_weight,lupi_aux,0.297328009175676,0.2208775300090333,-0.3009912070539623
2024,hard_weight,lupi_distill,0.39690401050425006,0.2718662601032713,0.2060841841365413
2024,hard_weight,two_strike,0.14006866110838648,0.0732287471351876,0.12005845096068628
2024,uncertainty_0p5,role_state,0.5051061179401602,0.33909517291435737,0.46470531706634693
2024,uncertainty_0p5,groupdro,0.317311514338074,0.24247062211299886,-0.05250293418985559
2024,uncertainty_0p5,lupi_aux,0.28136479481969773,0.21905115046132848,-0.20783130918786252
2024,uncertainty_0p5,lupi_distill,0.26190859026409935,0.2056116793619111,-0.17661306267505814
2024,uncertainty_0p5,two_strike,0.07672441114789914,0.04488238983538916,-0.1650835123896521
2024,role_state,groupdro,0.3200778788481467,0.24123988686702932,-0.018616047656481942
2024,role_state,lupi_aux,0.3209430890871422,0.2395397365753214,0.04777277569689534
2024,role_state,lupi_distill,0.3074921106562775,0.2302342736098017,-0.010028442012440505
2024,role_state,two_strike,0.08764210263314964,0.04981322014776712,-0.08813132937526201
2024,groupdro,lupi_aux,0.44503453479598354,0.3024571313612642,0.38023671194840925
2024,groupdro,lupi_distill,0.43658837066049905,0.2963586804309151,0.3419973414292293
2024,groupdro,two_strike,0.11545926589077887,0.0635919323726761,0.06662353101800349
2024,lupi_aux,lupi_distill,0.5061649437621838,0.3246813697452141,0.4820033631268938
2024,lupi_aux,two_strike,0.12608328747018896,0.06777722114182251,0.11673258413431284
2024,lupi_distill,two_strike,0.14139643367692423,0.07413207524841522,0.17977437262414828
