season,top_pct,feature,value,all_value
2024,10,cur_b_succ,0.4891897018478144,0.4927039918099961
2024,20,target,0.6438010334898031,0.4861049201797189
2024,20,prediction,0.48244982310890777,0.4897167404896388
2024,20,pitcher_history,4037.6795984379314,3928.214467450603
2024,20,batter_history,5427.859098260424,5402.548777745782
2024,20,inning,5.015817916453,4.979862489004248
2024,20,cold_pitcher,7.889235138653307e-05,0.00031951780424209193
2024,20,cold_batter,0.0003550155812393988,0.0003471304539914085
2024,20,cur_p_succ,0.4842041435507435,0.4901047721797375
2024,20,cur_b_succ,0.4908079632948722,0.4927039918099961
2024,0,pitcher_cold,0.24383886225108126,0.24765471554060994
2024,0,pitcher_low_lt100,0.2469578190597349,0.24765471554060994
2024,0,batter_cold,0.257384412428742,0.24765471554060994
2024,0,batter_low_lt100,0.24575844672048525,0.24765471554060994
2024,0,game_F,0.24689325984451227,0.24765471554060994
2024,0,same_hand,0.24719233786491068,0.24765471554060994
2024,0,late_inning,0.24771884046108653,0.24765471554060994
