season,bss,brier,n,bss_R,bss_F
2022,1839.5153121317787,0.24458020522588908,247472,653.8449512693,-5461.25994835509
2023,-1248.8807493409304,0.25312220002162344,245525,655.1129033831149,-17923.99827001039
2024,616.5639353026054,0.24826670733851783,253507,741.9093445307112,-649.3965460759644
