season,slice,axis,rows,share,target_mean,prediction_mean,brier,global_brier,excess,calibration_error
2023,count_family=two_strike,count_family,58362,0.23770288158028713,0.5012336794489565,0.5101015568470632,0.25276444560208794,0.2523470643919594,0.00041738121012852014,-0.008867877398106683
2023,hand_matchup=opposite,hand_matchup,124185,0.5057937073617758,0.5131618150340218,0.5165615355460622,0.2520064893360727,0.2523470643919594,-0.0003405750558866938,-0.003399720512040405
2023,hand_matchup=same,hand_matchup,121340,0.4942062926382242,0.4864430525795286,0.5045134850732622,0.25269562474563734,0.2523470643919594,0.00034856035367791804,-0.018070432493733635
2023,inning_phase=early,inning_phase,82222,0.3348823948681397,0.5058986645909854,0.5160402165626343,0.2522497443613978,0.2523470643919594,-9.732003056162064e-05,-0.010141551971648899
2023,inning_phase=extras,inning_phase,4399,0.01791670909276041,0.5121618549670379,0.4949480835203227,0.25111284112165894,0.2523470643919594,-0.001234223270300483,0.01721377144671521
2023,inning_phase=late,inning_phase,76378,0.31108033805111496,0.49464505485872895,0.5029888389190951,0.25235513339949656,0.2523470643919594,8.069007537137018e-06,-0.008343784060366122
2023,inning_phase=middle,inning_phase,82526,0.3361205579879849,0.49830356493711075,0.5130800441799668,0.25250234758830015,0.2523470643919594,0.00015528319634072751,-0.014776479242856022
2023,base_state_coarse=RISP,base_state_coarse,67979,0.276872008960391,0.4983156563056238,0.5109417499434111,0.25256795297672413,0.2523470643919594,0.0002208885847647113,-0.012626093637787328
2023,base_state_coarse=empty,base_state_coarse,128570,0.5236533957845433,0.4993155479505328,0.5097058903008219,0.2521323882820953,0.2523470643919594,-0.00021467610986414254,-0.010390342350289128
2023,base_state_coarse=runner_non_RISP,base_state_coarse,48976,0.19947459525506567,0.5039202874877491,0.5125094951649292,0.2526040294838719,0.2523470643919594,0.0002569650919124755,-0.008589207677180077
2023,two_outs=no,two_outs,165986,0.6760452092454944,0.4981203234007687,0.5102364204657825,0.25230591369366173,0.2523470643919594,-4.115069829768725e-05,-0.01211609706501382
2023,two_outs=yes,two_outs,79539,0.3239547907545057,0.5037905932938559,0.5113813108430328,0.2524329397462841,0.2523470643919594,8.587535432469373e-05,-0.007590717549176951
2023,pitcher_state_available=no,pitcher_state_available,33878,0.13798187557275227,0.49864218666981525,0.5104546198905318,0.2528681012791022,0.2523470643919594,0.0005210368871427784,-0.011812433220716512
2023,pitcher_state_available=yes,pitcher_state_available,211647,0.8620181244272478,0.5001677321199922,0.5106317545626725,0.2522636628428582,0.2523470643919594,-8.340154910119191e-05,-0.010464022442680299
2023,batter_state_available=no,batter_state_available,23091,0.09404744934324406,0.4936122298731107,0.5319510561852074,0.25802525941816357,0.2523470643919594,0.005678195026204147,-0.03833882631209673
2023,batter_state_available=yes,batter_state_available,222434,0.905952550656756,0.5006159130348777,0.5083916070933615,0.2517576077380751,0.2523470643919594,-0.0005894566538843238,-0.007775694058483773
